solution ok
solution differ
internet solution 2, my solution3
i = 12 , j = 18 , w = 1
i = 12 , j = 19 , w = 2
i = 13 , j = 14 , w = 1
i = 13 , j = 15 , w = 5
i = 13 , j = 16 , w = 6
i = 13 , j = 17 , w = 6
i = 13 , j = 18 , w = 2
i = 13 , j = 19 , w = 2
i = 14 , j = 15 , w = 4
i = 14 , j = 16 , w = 5
i = 14 , j = 17 , w = 2
i = 14 , j = 18 , w = 7
i = 14 , j = 19 , w = 1
i = 15 , j = 16 , w = 1
i = 15 , j = 17 , w = 2
i = 15 , j = 18 , w = 1
i = 15 , j = 19 , w = 3
i = 16 , j = 17 , w = 2
i = 16 , j = 18 , w = 4
i = 16 , j = 19 , w = 3
i = 17 , j = 18 , w = 5
i = 17 , j = 19 , w = 4
i = 18 , j = 19 , w = 7
solution ok
solution ok
solution differ
internet solution 3, my solution4
i = 0 , j = 1 , w = 1
i = 0 , j = 2 , w = 2
i = 0 , j = 3 , w = 4
i = 0 , j = 4 , w = 7
i = 0 , j = 5 , w = 6
i = 0 , j = 6 , w = 5
i = 0 , j = 7 , w = 1
i = 0 , j = 8 , w = 3
i = 0 , j = 9 , w = 4
i = 0 , j = 10 , w = 4
i = 0 , j = 11 , w = 4
i = 0 , j = 12 , w = 2
i = 0 , j = 13 , w = 4
i = 0 , j = 14 , w = 2
i = 0 , j = 15 , w = 1
i = 0 , j = 16 , w = 2
i = 0 , j = 17 , w = 2
i = 0 , j = 18 , w = 6
i = 0 , j = 19 , w = 5
i = 1 , j = 2 , w = 4
i = 1 , j = 3 , w = 5
i = 1 , j = 4 , w = 2
i = 1 , j = 5 , w = 6
i = 1 , j = 6 , w = 1
i = 1 , j = 7 , w = 5
i = 1 , j = 8 , w = 2
i = 1 , j = 9 , w = 6
i = 1 , j = 10 , w = 3
i = 1 , j = 11 , w = 3
i = 1 , j = 12 , w = 7
i = 1 , j = 13 , w = 2
i = 1 , j = 14 , w = 5
i = 1 , j = 15 , w = 4
i = 1 , j = 16 , w = 1
i = 1 , j = 17 , w = 5
i = 1 , j = 18 , w = 7
i = 1 , j = 19 , w = 7
i = 2 , j = 3 , w = 5
i = 2 , j = 4 , w = 4
i = 2 , j = 5 , w = 1
i = 2 , j = 6 , w = 5
i = 2 , j = 7 , w = 3
i = 2 , j = 8 , w = 4
i = 2 , j = 9 , w = 6
i = 2 , j = 10 , w = 5
i = 2 , j = 11 , w = 7
i = 2 , j = 12 , w = 1
i = 2 , j = 13 , w = 3
i = 2 , j = 14 , w = 6
i = 2 , j = 15 , w = 4
i = 2 , j = 16 , w = 1
i = 2 , j = 17 , w = 5
i = 2 , j = 18 , w = 1
i = 2 , j = 19 , w = 4
i = 3 , j = 4 , w = 1
i = 3 , j = 5 , w = 2
i = 3 , j = 6 , w = 4
i = 3 , j = 7 , w = 2
i = 3 , j = 8 , w = 7
i = 3 , j = 9 , w = 1
i = 3 , j = 10 , w = 3
i = 3 , j = 11 , w = 6
i = 3 , j = 12 , w = 1
i = 3 , j = 13 , w = 6
i = 3 , j = 14 , w = 6
i = 3 , j = 15 , w = 7
i = 3 , j = 16 , w = 7
i = 3 , j = 17 , w = 1
i = 3 , j = 18 , w = 3
i = 3 , j = 19 , w = 6
i = 4 , j = 5 , w = 6
i = 4 , j = 6 , w = 3
i = 4 , j = 7 , w = 2
i = 4 , j = 8 , w = 5
i = 4 , j = 9 , w = 1
i = 4 , j = 10 , w = 2
i = 4 , j = 11 , w = 1
i = 4 , j = 12 , w = 2
i = 4 , j = 13 , w = 3
i = 4 , j = 14 , w = 5
i = 4 , j = 15 , w = 5
i = 4 , j = 16 , w = 3
i = 4 , j = 17 , w = 3
i = 4 , j = 18 , w = 1
i = 4 , j = 19 , w = 1
i = 5 , j = 6 , w = 6
i = 5 , j = 7 , w = 7
i = 5 , j = 8 , w = 4
i = 5 , j = 9 , w = 1
i = 5 , j = 10 , w = 6
i = 5 , j = 11 , w = 7
i = 5 , j = 12 , w = 5
i = 5 , j = 13 , w = 5
i = 5 , j = 14 , w = 7
i = 5 , j = 15 , w = 7
i = 5 , j = 16 , w = 7
i = 5 , j = 17 , w = 6
i = 5 , j = 18 , w = 2
i = 5 , j = 19 , w = 1
i = 6 , j = 7 , w = 1
i = 6 , j = 8 , w = 2
i = 6 , j = 9 , w = 2
i = 6 , j = 10 , w = 4
i = 6 , j = 11 , w = 3
i = 6 , j = 12 , w = 4
i = 6 , j = 13 , w = 4
i = 6 , j = 14 , w = 6
i = 6 , j = 15 , w = 1
i = 6 , j = 16 , w = 4
i = 6 , j = 17 , w = 6
i = 6 , j = 18 , w = 3
i = 6 , j = 19 , w = 6
i = 7 , j = 8 , w = 4
i = 7 , j = 9 , w = 5
i = 7 , j = 10 , w = 7
i = 7 , j = 11 , w = 7
i = 7 , j = 12 , w = 2
i = 7 , j = 13 , w = 3
i = 7 , j = 14 , w = 6
i = 7 , j = 15 , w = 1
i = 7 , j = 16 , w = 6
i = 7 , j = 17 , w = 6
i = 7 , j = 18 , w = 2
i = 7 , j = 19 , w = 6
i = 8 , j = 9 , w = 2
i = 8 , j = 10 , w = 6
i = 8 , j = 11 , w = 7
i = 8 , j = 12 , w = 3
i = 8 , j = 13 , w = 4
i = 8 , j = 14 , w = 1
i = 8 , j = 15 , w = 1
i = 8 , j = 16 , w = 6
i = 8 , j = 17 , w = 6
i = 8 , j = 18 , w = 3
i = 8 , j = 19 , w = 1
i = 9 , j = 10 , w = 7
i = 9 , j = 11 , w = 4
i = 9 , j = 12 , w = 2
i = 9 , j = 13 , w = 4
i = 9 , j = 14 , w = 4
i = 9 , j = 15 , w = 3
i = 9 , j = 16 , w = 4
i = 9 , j = 17 , w = 7
i = 9 , j = 18 , w = 7
i = 9 , j = 19 , w = 4
i = 10 , j = 11 , w = 6
i = 10 , j = 12 , w = 7
i = 10 , j = 13 , w = 2
i = 10 , j = 14 , w = 3
i = 10 , j = 15 , w = 2
i = 10 , j = 16 , w = 5
i = 10 , j = 17 , w = 6
i = 10 , j = 18 , w = 1
i = 10 , j = 19 , w = 2
i = 11 , j = 12 , w = 2
i = 11 , j = 13 , w = 6
i = 11 , j = 14 , w = 3
i = 11 , j = 15 , w = 3
i = 11 , j = 16 , w = 4
i = 11 , j = 17 , w = 2
i = 11 , j = 18 , w = 7
i = 11 , j = 19 , w = 2
i = 12 , j = 13 , w = 5
i = 12 , j = 14 , w = 6
i = 12 , j = 15 , w = 5
i = 12 , j = 16 , w = 7
i = 12 , j = 17 , w = 5
i = 12 , j = 18 , w = 5
i = 12 , j = 19 , w = 6
i = 13 , j = 14 , w = 5
i = 13 , j = 15 , w = 2
i = 13 , j = 16 , w = 3
i = 13 , j = 17 , w = 3
i = 13 , j = 18 , w = 6
i = 13 , j = 19 , w = 6
i = 14 , j = 15 , w = 1
i = 14 , j = 16 , w = 2
i = 14 , j = 17 , w = 6
i = 14 , j = 18 , w = 4
i = 14 , j = 19 , w = 5
i = 15 , j = 16 , w = 5
i = 15 , j = 17 , w = 6
i = 15 , j = 18 , w = 5
i = 15 , j = 19 , w = 7
i = 16 , j = 17 , w = 6
i = 16 , j = 18 , w = 1
i = 16 , j = 19 , w = 7
i = 17 , j = 18 , w = 2
i = 17 , j = 19 , w = 1
i = 18 , j = 19 , w = 4
solution ok
solution ok
solution ok
solution differ
internet solution 3, my solution4
i = 0 , j = 1 , w = 4
i = 0 , j = 2 , w = 5
i = 0 , j = 3 , w = 7
i = 0 , j = 4 , w = 3
i = 0 , j = 5 , w = 2
i = 0 , j = 6 , w = 1
i = 0 , j = 7 , w = 4
i = 0 , j = 8 , w = 6
i = 0 , j = 9 , w = 7
i = 0 , j = 10 , w = 7
i = 0 , j = 11 , w = 7
i = 0 , j = 12 , w = 5
i = 0 , j = 13 , w = 7
i = 0 , j = 14 , w = 5
i = 0 , j = 15 , w = 4
i = 0 , j = 16 , w = 5
i = 0 , j = 17 , w = 5
i = 0 , j = 18 , w = 2
i = 0 , j = 19 , w = 1
i = 1 , j = 2 , w = 7
i = 1 , j = 3 , w = 1
i = 1 , j = 4 , w = 5
i = 1 , j = 5 , w = 2
i = 1 , j = 6 , w = 4
i = 1 , j = 7 , w = 1
i = 1 , j = 8 , w = 5
i = 1 , j = 9 , w = 2
i = 1 , j = 10 , w = 6
i = 1 , j = 11 , w = 6
i = 1 , j = 12 , w = 3
i = 1 , j = 13 , w = 5
i = 1 , j = 14 , w = 1
i = 1 , j = 15 , w = 7
i = 1 , j = 16 , w = 4
i = 1 , j = 17 , w = 1
i = 1 , j = 18 , w = 3
i = 1 , j = 19 , w = 3
i = 2 , j = 3 , w = 1
i = 2 , j = 4 , w = 7
i = 2 , j = 5 , w = 4
i = 2 , j = 6 , w = 1
i = 2 , j = 7 , w = 6
i = 2 , j = 8 , w = 7
i = 2 , j = 9 , w = 2
i = 2 , j = 10 , w = 1
i = 2 , j = 11 , w = 3
i = 2 , j = 12 , w = 4
i = 2 , j = 13 , w = 6
i = 2 , j = 14 , w = 2
i = 2 , j = 15 , w = 7
i = 2 , j = 16 , w = 4
i = 2 , j = 17 , w = 1
i = 2 , j = 18 , w = 4
i = 2 , j = 19 , w = 7
i = 3 , j = 4 , w = 4
i = 3 , j = 5 , w = 5
i = 3 , j = 6 , w = 7
i = 3 , j = 7 , w = 5
i = 3 , j = 8 , w = 3
i = 3 , j = 9 , w = 4
i = 3 , j = 10 , w = 6
i = 3 , j = 11 , w = 2
i = 3 , j = 12 , w = 4
i = 3 , j = 13 , w = 2
i = 3 , j = 14 , w = 2
i = 3 , j = 15 , w = 3
i = 3 , j = 16 , w = 3
i = 3 , j = 17 , w = 4
i = 3 , j = 18 , w = 6
i = 3 , j = 19 , w = 2
i = 4 , j = 5 , w = 2
i = 4 , j = 6 , w = 6
i = 4 , j = 7 , w = 5
i = 4 , j = 8 , w = 1
i = 4 , j = 9 , w = 4
i = 4 , j = 10 , w = 5
i = 4 , j = 11 , w = 4
i = 4 , j = 12 , w = 5
i = 4 , j = 13 , w = 6
i = 4 , j = 14 , w = 1
i = 4 , j = 15 , w = 1
i = 4 , j = 16 , w = 6
i = 4 , j = 17 , w = 6
i = 4 , j = 18 , w = 4
i = 4 , j = 19 , w = 4
i = 5 , j = 6 , w = 2
i = 5 , j = 7 , w = 3
i = 5 , j = 8 , w = 7
i = 5 , j = 9 , w = 4
i = 5 , j = 10 , w = 2
i = 5 , j = 11 , w = 3
i = 5 , j = 12 , w = 1
i = 5 , j = 13 , w = 1
i = 5 , j = 14 , w = 3
i = 5 , j = 15 , w = 3
i = 5 , j = 16 , w = 3
i = 5 , j = 17 , w = 2
i = 5 , j = 18 , w = 5
i = 5 , j = 19 , w = 4
i = 6 , j = 7 , w = 4
i = 6 , j = 8 , w = 5
i = 6 , j = 9 , w = 5
i = 6 , j = 10 , w = 7
i = 6 , j = 11 , w = 6
i = 6 , j = 12 , w = 7
i = 6 , j = 13 , w = 7
i = 6 , j = 14 , w = 2
i = 6 , j = 15 , w = 4
i = 6 , j = 16 , w = 7
i = 6 , j = 17 , w = 2
i = 6 , j = 18 , w = 6
i = 6 , j = 19 , w = 2
i = 7 , j = 8 , w = 7
i = 7 , j = 9 , w = 1
i = 7 , j = 10 , w = 3
i = 7 , j = 11 , w = 3
i = 7 , j = 12 , w = 5
i = 7 , j = 13 , w = 6
i = 7 , j = 14 , w = 2
i = 7 , j = 15 , w = 4
i = 7 , j = 16 , w = 2
i = 7 , j = 17 , w = 2
i = 7 , j = 18 , w = 5
i = 7 , j = 19 , w = 2
i = 8 , j = 9 , w = 5
i = 8 , j = 10 , w = 2
i = 8 , j = 11 , w = 3
i = 8 , j = 12 , w = 6
i = 8 , j = 13 , w = 7
i = 8 , j = 14 , w = 4
i = 8 , j = 15 , w = 4
i = 8 , j = 16 , w = 2
i = 8 , j = 17 , w = 2
i = 8 , j = 18 , w = 6
i = 8 , j = 19 , w = 4
i = 9 , j = 10 , w = 3
i = 9 , j = 11 , w = 7
i = 9 , j = 12 , w = 5
i = 9 , j = 13 , w = 7
i = 9 , j = 14 , w = 7
i = 9 , j = 15 , w = 6
i = 9 , j = 16 , w = 7
i = 9 , j = 17 , w = 3
i = 9 , j = 18 , w = 3
i = 9 , j = 19 , w = 7
i = 10 , j = 11 , w = 2
i = 10 , j = 12 , w = 3
i = 10 , j = 13 , w = 5
i = 10 , j = 14 , w = 6
i = 10 , j = 15 , w = 5
i = 10 , j = 16 , w = 1
i = 10 , j = 17 , w = 2
i = 10 , j = 18 , w = 4
i = 10 , j = 19 , w = 5
i = 11 , j = 12 , w = 5
i = 11 , j = 13 , w = 2
i = 11 , j = 14 , w = 6
i = 11 , j = 15 , w = 6
i = 11 , j = 16 , w = 7
i = 11 , j = 17 , w = 5
i = 11 , j = 18 , w = 3
i = 11 , j = 19 , w = 5
i = 12 , j = 13 , w = 1
i = 12 , j = 14 , w = 2
i = 12 , j = 15 , w = 1
i = 12 , j = 16 , w = 3
i = 12 , j = 17 , w = 1
i = 12 , j = 18 , w = 1
i = 12 , j = 19 , w = 2
i = 13 , j = 14 , w = 1
i = 13 , j = 15 , w = 5
i = 13 , j = 16 , w = 6
i = 13 , j = 17 , w = 6
i = 13 , j = 18 , w = 2
i = 13 , j = 19 , w = 2
i = 14 , j = 15 , w = 4
i = 14 , j = 16 , w = 5
i = 14 , j = 17 , w = 2
i = 14 , j = 18 , w = 7
i = 14 , j = 19 , w = 1
i = 15 , j = 16 , w = 1
i = 15 , j = 17 , w = 2
i = 15 , j = 18 , w = 1
i = 15 , j = 19 , w = 3
i = 16 , j = 17 , w = 2
i = 16 , j = 18 , w = 4
i = 16 , j = 19 , w = 3
i = 17 , j = 18 , w = 5
i = 17 , j = 19 , w = 4
i = 18 , j = 19 , w = 7
solution ok
solution ok
solution differ
internet solution 3, my solution4
i = 0 , j = 1 , w = 1
i = 0 , j = 2 , w = 2
i = 0 , j = 3 , w = 4
i = 0 , j = 4 , w = 7
i = 0 , j = 5 , w = 6
i = 0 , j = 6 , w = 5
i = 0 , j = 7 , w = 1
i = 0 , j = 8 , w = 3
i = 0 , j = 9 , w = 4
i = 0 , j = 10 , w = 4
i = 0 , j = 11 , w = 4
i = 0 , j = 12 , w = 2
i = 0 , j = 13 , w = 4
i = 0 , j = 14 , w = 2
i = 0 , j = 15 , w = 1
i = 0 , j = 16 , w = 2
i = 0 , j = 17 , w = 2
i = 0 , j = 18 , w = 6
i = 0 , j = 19 , w = 5
i = 1 , j = 2 , w = 4
i = 1 , j = 3 , w = 5
i = 1 , j = 4 , w = 2
i = 1 , j = 5 , w = 6
i = 1 , j = 6 , w = 1
i = 1 , j = 7 , w = 5
i = 1 , j = 8 , w = 2
i = 1 , j = 9 , w = 6
i = 1 , j = 10 , w = 3
i = 1 , j = 11 , w = 3
i = 1 , j = 12 , w = 7
i = 1 , j = 13 , w = 2
i = 1 , j = 14 , w = 5
i = 1 , j = 15 , w = 4
i = 1 , j = 16 , w = 1
i = 1 , j = 17 , w = 5
i = 1 , j = 18 , w = 7
i = 1 , j = 19 , w = 7
i = 2 , j = 3 , w = 5
i = 2 , j = 4 , w = 4
i = 2 , j = 5 , w = 1
i = 2 , j = 6 , w = 5
i = 2 , j = 7 , w = 3
i = 2 , j = 8 , w = 4
i = 2 , j = 9 , w = 6
i = 2 , j = 10 , w = 5
i = 2 , j = 11 , w = 7
i = 2 , j = 12 , w = 1
i = 2 , j = 13 , w = 3
i = 2 , j = 14 , w = 6
i = 2 , j = 15 , w = 4
i = 2 , j = 16 , w = 1
i = 2 , j = 17 , w = 5
i = 2 , j = 18 , w = 1
i = 2 , j = 19 , w = 4
i = 3 , j = 4 , w = 1
i = 3 , j = 5 , w = 2
i = 3 , j = 6 , w = 4
i = 3 , j = 7 , w = 2
i = 3 , j = 8 , w = 7
i = 3 , j = 9 , w = 1
i = 3 , j = 10 , w = 3
i = 3 , j = 11 , w = 6
i = 3 , j = 12 , w = 1
i = 3 , j = 13 , w = 6
i = 3 , j = 14 , w = 6
i = 3 , j = 15 , w = 7
i = 3 , j = 16 , w = 7
i = 3 , j = 17 , w = 1
i = 3 , j = 18 , w = 3
i = 3 , j = 19 , w = 6
i = 4 , j = 5 , w = 6
i = 4 , j = 6 , w = 3
i = 4 , j = 7 , w = 2
i = 4 , j = 8 , w = 5
i = 4 , j = 9 , w = 1
i = 4 , j = 10 , w = 2
i = 4 , j = 11 , w = 1
i = 4 , j = 12 , w = 2
i = 4 , j = 13 , w = 3
i = 4 , j = 14 , w = 5
i = 4 , j = 15 , w = 5
i = 4 , j = 16 , w = 3
i = 4 , j = 17 , w = 3
i = 4 , j = 18 , w = 1
i = 4 , j = 19 , w = 1
i = 5 , j = 6 , w = 6
i = 5 , j = 7 , w = 7
i = 5 , j = 8 , w = 4
i = 5 , j = 9 , w = 1
i = 5 , j = 10 , w = 6
i = 5 , j = 11 , w = 7
i = 5 , j = 12 , w = 5
i = 5 , j = 13 , w = 5
i = 5 , j = 14 , w = 7
i = 5 , j = 15 , w = 7
i = 5 , j = 16 , w = 7
i = 5 , j = 17 , w = 6
i = 5 , j = 18 , w = 2
i = 5 , j = 19 , w = 1
i = 6 , j = 7 , w = 1
i = 6 , j = 8 , w = 2
i = 6 , j = 9 , w = 2
i = 6 , j = 10 , w = 4
i = 6 , j = 11 , w = 3
i = 6 , j = 12 , w = 4
i = 6 , j = 13 , w = 4
i = 6 , j = 14 , w = 6
i = 6 , j = 15 , w = 1
i = 6 , j = 16 , w = 4
i = 6 , j = 17 , w = 6
i = 6 , j = 18 , w = 3
i = 6 , j = 19 , w = 6
i = 7 , j = 8 , w = 4
i = 7 , j = 9 , w = 5
i = 7 , j = 10 , w = 7
i = 7 , j = 11 , w = 7
i = 7 , j = 12 , w = 2
i = 7 , j = 13 , w = 3
i = 7 , j = 14 , w = 6
i = 7 , j = 15 , w = 1
i = 7 , j = 16 , w = 6
i = 7 , j = 17 , w = 6
i = 7 , j = 18 , w = 2
i = 7 , j = 19 , w = 6
i = 8 , j = 9 , w = 2
i = 8 , j = 10 , w = 6
i = 8 , j = 11 , w = 7
i = 8 , j = 12 , w = 3
i = 8 , j = 13 , w = 4
i = 8 , j = 14 , w = 1
i = 8 , j = 15 , w = 1
i = 8 , j = 16 , w = 6
i = 8 , j = 17 , w = 6
i = 8 , j = 18 , w = 3
i = 8 , j = 19 , w = 1
i = 9 , j = 10 , w = 7
i = 9 , j = 11 , w = 4
i = 9 , j = 12 , w = 2
i = 9 , j = 13 , w = 4
i = 9 , j = 14 , w = 4
i = 9 , j = 15 , w = 3
i = 9 , j = 16 , w = 4
i = 9 , j = 17 , w = 7
i = 9 , j = 18 , w = 7
i = 9 , j = 19 , w = 4
i = 10 , j = 11 , w = 6
i = 10 , j = 12 , w = 7
i = 10 , j = 13 , w = 2
i = 10 , j = 14 , w = 3
i = 10 , j = 15 , w = 2
i = 10 , j = 16 , w = 5
i = 10 , j = 17 , w = 6
i = 10 , j = 18 , w = 1
i = 10 , j = 19 , w = 2
i = 11 , j = 12 , w = 2
i = 11 , j = 13 , w = 6
i = 11 , j = 14 , w = 3
i = 11 , j = 15 , w = 3
i = 11 , j = 16 , w = 4
i = 11 , j = 17 , w = 2
i = 11 , j = 18 , w = 7
i = 11 , j = 19 , w = 2
i = 12 , j = 13 , w = 5
i = 12 , j = 14 , w = 6
i = 12 , j = 15 , w = 5
i = 12 , j = 16 , w = 7
i = 12 , j = 17 , w = 5
i = 12 , j = 18 , w = 5
i = 12 , j = 19 , w = 6
i = 13 , j = 14 , w = 5
i = 13 , j = 15 , w = 2
i = 13 , j = 16 , w = 3
i = 13 , j = 17 , w = 3
i = 13 , j = 18 , w = 6
i = 13 , j = 19 , w = 6
i = 14 , j = 15 , w = 1
i = 14 , j = 16 , w = 2
i = 14 , j = 17 , w = 6
i = 14 , j = 18 , w = 4
i = 14 , j = 19 , w = 5
i = 15 , j = 16 , w = 5
i = 15 , j = 17 , w = 6
i = 15 , j = 18 , w = 5
i = 15 , j = 19 , w = 7
i = 16 , j = 17 , w = 6
i = 16 , j = 18 , w = 1
i = 16 , j = 19 , w = 7
i = 17 , j = 18 , w = 2
i = 17 , j = 19 , w = 1
i = 18 , j = 19 , w = 4
solution ok
solution ok
solution ok
solution differ
internet solution 3, my solution4
i = 0 , j = 1 , w = 4
i = 0 , j = 2 , w = 5
i = 0 , j = 3 , w = 7
i = 0 , j = 4 , w = 3
i = 0 , j = 5 , w = 2
i = 0 , j = 6 , w = 1
i = 0 , j = 7 , w = 4
i = 0 , j = 8 , w = 6
i = 0 , j = 9 , w = 7
i = 0 , j = 10 , w = 7
i = 0 , j = 11 , w = 7
i = 0 , j = 12 , w = 5
i = 0 , j = 13 , w = 7
i = 0 , j = 14 , w = 5
i = 0 , j = 15 , w = 4
i = 0 , j = 16 , w = 5
i = 0 , j = 17 , w = 5
i = 0 , j = 18 , w = 2
i = 0 , j = 19 , w = 1
i = 1 , j = 2 , w = 7
i = 1 , j = 3 , w = 1
i = 1 , j = 4 , w = 5
i = 1 , j = 5 , w = 2
i = 1 , j = 6 , w = 4
i = 1 , j = 7 , w = 1
i = 1 , j = 8 , w = 5
i = 1 , j = 9 , w = 2
i = 1 , j = 10 , w = 6
i = 1 , j = 11 , w = 6
i = 1 , j = 12 , w = 3
i = 1 , j = 13 , w = 5
i = 1 , j = 14 , w = 1
i = 1 , j = 15 , w = 7
i = 1 , j = 16 , w = 4
i = 1 , j = 17 , w = 1
i = 1 , j = 18 , w = 3
i = 1 , j = 19 , w = 3
i = 2 , j = 3 , w = 1
i = 2 , j = 4 , w = 7
i = 2 , j = 5 , w = 4
i = 2 , j = 6 , w = 1
i = 2 , j = 7 , w = 6
i = 2 , j = 8 , w = 7
i = 2 , j = 9 , w = 2
i = 2 , j = 10 , w = 1
i = 2 , j = 11 , w = 3
i = 2 , j = 12 , w = 4
i = 2 , j = 13 , w = 6
i = 2 , j = 14 , w = 2
i = 2 , j = 15 , w = 7
i = 2 , j = 16 , w = 4
i = 2 , j = 17 , w = 1
i = 2 , j = 18 , w = 4
i = 2 , j = 19 , w = 7
i = 3 , j = 4 , w = 4
i = 3 , j = 5 , w = 5
i = 3 , j = 6 , w = 7
i = 3 , j = 7 , w = 5
i = 3 , j = 8 , w = 3
i = 3 , j = 9 , w = 4
i = 3 , j = 10 , w = 6
i = 3 , j = 11 , w = 2
i = 3 , j = 12 , w = 4
i = 3 , j = 13 , w = 2
i = 3 , j = 14 , w = 2
i = 3 , j = 15 , w = 3
i = 3 , j = 16 , w = 3
i = 3 , j = 17 , w = 4
i = 3 , j = 18 , w = 6
i = 3 , j = 19 , w = 2
i = 4 , j = 5 , w = 2
i = 4 , j = 6 , w = 6
i = 4 , j = 7 , w = 5
i = 4 , j = 8 , w = 1
i = 4 , j = 9 , w = 4
i = 4 , j = 10 , w = 5
i = 4 , j = 11 , w = 4
i = 4 , j = 12 , w = 5
i = 4 , j = 13 , w = 6
i = 4 , j = 14 , w = 1
i = 4 , j = 15 , w = 1
i = 4 , j = 16 , w = 6
i = 4 , j = 17 , w = 6
i = 4 , j = 18 , w = 4
i = 4 , j = 19 , w = 4
i = 5 , j = 6 , w = 2
i = 5 , j = 7 , w = 3
i = 5 , j = 8 , w = 7
i = 5 , j = 9 , w = 4
i = 5 , j = 10 , w = 2
i = 5 , j = 11 , w = 3
i = 5 , j = 12 , w = 1
i = 5 , j = 13 , w = 1
i = 5 , j = 14 , w = 3
i = 5 , j = 15 , w = 3
i = 5 , j = 16 , w = 3
i = 5 , j = 17 , w = 2
i = 5 , j = 18 , w = 5
i = 5 , j = 19 , w = 4
i = 6 , j = 7 , w = 4
i = 6 , j = 8 , w = 5
i = 6 , j = 9 , w = 5
i = 6 , j = 10 , w = 7
i = 6 , j = 11 , w = 6
i = 6 , j = 12 , w = 7
i = 6 , j = 13 , w = 7
i = 6 , j = 14 , w = 2
i = 6 , j = 15 , w = 4
i = 6 , j = 16 , w = 7
i = 6 , j = 17 , w = 2
i = 6 , j = 18 , w = 6
i = 6 , j = 19 , w = 2
i = 7 , j = 8 , w = 7
i = 7 , j = 9 , w = 1
i = 7 , j = 10 , w = 3
i = 7 , j = 11 , w = 3
i = 7 , j = 12 , w = 5
i = 7 , j = 13 , w = 6
i = 7 , j = 14 , w = 2
i = 7 , j = 15 , w = 4
i = 7 , j = 16 , w = 2
i = 7 , j = 17 , w = 2
i = 7 , j = 18 , w = 5
i = 7 , j = 19 , w = 2
i = 8 , j = 9 , w = 5
i = 8 , j = 10 , w = 2
i = 8 , j = 11 , w = 3
i = 8 , j = 12 , w = 6
i = 8 , j = 13 , w = 7
i = 8 , j = 14 , w = 4
i = 8 , j = 15 , w = 4
i = 8 , j = 16 , w = 2
i = 8 , j = 17 , w = 2
i = 8 , j = 18 , w = 6
i = 8 , j = 19 , w = 4
i = 9 , j = 10 , w = 3
i = 9 , j = 11 , w = 7
i = 9 , j = 12 , w = 5
i = 9 , j = 13 , w = 7
i = 9 , j = 14 , w = 7
i = 9 , j = 15 , w = 6
i = 9 , j = 16 , w = 7
i = 9 , j = 17 , w = 3
i = 9 , j = 18 , w = 3
i = 9 , j = 19 , w = 7
i = 10 , j = 11 , w = 2
i = 10 , j = 12 , w = 3
i = 10 , j = 13 , w = 5
i = 10 , j = 14 , w = 6
i = 10 , j = 15 , w = 5
i = 10 , j = 16 , w = 1
i = 10 , j = 17 , w = 2
i = 10 , j = 18 , w = 4
i = 10 , j = 19 , w = 5
i = 11 , j = 12 , w = 5
i = 11 , j = 13 , w = 2
i = 11 , j = 14 , w = 6
i = 11 , j = 15 , w = 6
i = 11 , j = 16 , w = 7
i = 11 , j = 17 , w = 5
i = 11 , j = 18 , w = 3
i = 11 , j = 19 , w = 5
i = 12 , j = 13 , w = 1
i = 12 , j = 14 , w = 2
i = 12 , j = 15 , w = 1
i = 12 , j = 16 , w = 3
i = 12 , j = 17 , w = 1
i = 12 , j = 18 , w = 1
i = 12 , j = 19 , w = 2
i = 13 , j = 14 , w = 1
i = 13 , j = 15 , w = 5
i = 13 , j = 16 , w = 6
i = 13 , j = 17 , w = 6
i = 13 , j = 18 , w = 2
i = 13 , j = 19 , w = 2
i = 14 , j = 15 , w = 4
i = 14 , j = 16 , w = 5
i = 14 , j = 17 , w = 2
i = 14 , j = 18 , w = 7
i = 14 , j = 19 , w = 1
i = 15 , j = 16 , w = 1
i = 15 , j = 17 , w = 2
i = 15 , j = 18 , w = 1
i = 15 , j = 19 , w = 3
i = 16 , j = 17 , w = 2
i = 16 , j = 18 , w = 4
i = 16 , j = 19 , w = 3
i = 17 , j = 18 , w = 5
i = 17 , j = 19 , w = 4
i = 18 , j = 19 , w = 7
solution ok
solution ok
solution differ
internet solution 3, my solution4
i = 0 , j = 1 , w = 1
i = 0 , j = 2 , w = 2
i = 0 , j = 3 , w = 4
i = 0 , j = 4 , w = 7
i = 0 , j = 5 , w = 6
i = 0 , j = 6 , w = 5
i = 0 , j = 7 , w = 1
i = 0 , j = 8 , w = 3
i = 0 , j = 9 , w = 4
i = 0 , j = 10 , w = 4
i = 0 , j = 11 , w = 4
i = 0 , j = 12 , w = 2
i = 0 , j = 13 , w = 4
i = 0 , j = 14 , w = 2
i = 0 , j = 15 , w = 1
i = 0 , j = 16 , w = 2
i = 0 , j = 17 , w = 2
i = 0 , j = 18 , w = 6
i = 0 , j = 19 , w = 5
i = 1 , j = 2 , w = 4
i = 1 , j = 3 , w = 5
i = 1 , j = 4 , w = 2
i = 1 , j = 5 , w = 6
i = 1 , j = 6 , w = 1
i = 1 , j = 7 , w = 5
i = 1 , j = 8 , w = 2
i = 1 , j = 9 , w = 6
i = 1 , j = 10 , w = 3
i = 1 , j = 11 , w = 3
i = 1 , j = 12 , w = 7
